추출된 텍스트,label
이 부분에 대해서는 본인께서 진술해주셔야 만이 본인 피해자 입증이 완료가 되는 겁니다. 이해되시죠?,1
명의로 된 통장이 발견되었습니다.,1
"검거하는 현장에서 대량의 신용카드와 대포통장, 그리고 보안카드 등 압수가 되었는데",1
최근 사이에 개인정보가 유출될만한 물건들을 분실하셨거나 잃어버린 적은 있습니까?,1
검찰에서 연락드린 원인은 본인께서 이 두개의 통장을 직접 개설하셔서 일당들한테 금전적인 대가를 받으시고 양도를 하신 건지 아니면 개인정보 유출로 인해서 명의도용을 당하신 피해자 신분이신지 확인차 연락을 드렸고요. ,1
본인뿐만 연루가 돼있는 사건이 아니라 저희가 조사를 해 보는 중에 ,1
"명 가까이 연루가 된 사건이신데 어떤 분들은 직접 자기 이름으로 통장을 개설하셔서 문희경 일당들한테 금전적인 대가를 받고 양도,판매한 사실도 있었고요",1
대부분 이번 사건에 1차 혐의가 있는 분들은 저희가 지금 구속영장 발부해서 구속 중에 있고요. 구속수사를 하고 있습니다.개인정보 유출로 인해서 명의도용을 당한 피해자들도 많이 계십니다.,1
통장이 개설만 되었으면 저희가 따로 연락을 드리지 않았는데 통장 개설로 인해서 이제 피해자가 발생했기 때문에 본인께서 양도한 게 아니시라면 간단한 피해자 입증 조사를 받아주셔야 됩니다.,1
본인 같은 경우 저희가 전반적인 조사에서 대포통장 사건에 대해서 아무런 동일 전과도 없으시고 일차 혐의가 없기 때문에 저희가 유선상으로 연락을 드린 겁니다. 이해되시죠?,1
통장들이 저희가 조회를 해 본 경로가 ,1
본인 명의로 개설된 통장이 대포통장으로 압수되었습니다.,1
아니면 개인정보 유출사건 때문에 명의도용을 당하신 피해자 신분이신지 그래서 이제 확인차 연락을 드렸고요.,1
저희 검찰에서 연락을 드린 원인은  통장을 직접 개설을 하셔서 양도를 하신 건지,1
"놓고 조사를 하는 중에 어떤 분들은 직접 자기 이름으로 차명계좌를 개설을 하셔서 양도, 판매한 사실도 있었고요.",1
 어떤 분들은 즉 개인정보 유출되어서 명의도용을 당한 피해자들도 많이 계시는데요.,1
지금 명의도용을 당한 피해자로 보시는데,1
아직까지 저희 검찰 쪽에 본인 피해자인지 가해자인지 명백한 증거가 없다 보니 이렇게 전화상에 연락을 드린 겁니다.,1
수고하십니다. 서울중앙지검 수사관입니다.,1
. 왜냐하면 저희 검찰청에서 얼마 전에 일당을 검거했는데요,1
다름이 아니고 개인정보유출 사건 때문에 본인 앞으로 몇 가지 확인차 연락을 드린거고요.,1
"그 검거 당시 용의자들 소지품에서 대량의 신용카드와 대포통장, 그리고 보안카드가 압수가 되었는데 ",1
압수 물품 중에 명의로 된 통장도 같이 발견이 되어서 연락드렸습니다.,1
최근 개인정보가 유출이 될만한 물건을 분실하셨거나 잃어버린 적은 있습니까?,1
"금전적인 대가를 받고 양도, 판매한 가해자 신분이신지 아니면 개인정보 유출로 인해서 명의도용을 당하신 피해자 신분이신지 확인차 연락드렸습니다.",1
제가 지금부터 사건에 대해서 말씀드릴 건데 오늘 저희 검찰 조사에 연락드린 원인은,1
혹시나 해서 그 해당 금융감독원에 공문을 요청해서 대조를 해 본 결과 확실히 명의로 확인돼서 연락드렸습니다.,1
검찰에서 연락을 드린 원인은 본인께서 이 두 개의 통장을 직접 개설하시고,1
"일당들한테 금전적인 대가를 받고 양도, 판매한 가해자인지 아니면 본인 개인정보 유출로 인해서 명의도용을 당하신 피해자 신분이신지 그 점을 확인차 연락드렸습니다.",1
연루가 돼있는 사건이신데,1
"조사를 하는 중에 어떤 분들은 직접 통장을 양도, 판매한 사실이 있었기 때문에 ",1
간단한 피해자 입증조사를 안 하시면 ,1
"본인께서 양도, 판매한게 아니라면 간단한 피해자 입증조사를 받으셔야 됩니다.",1
사이트를 통해서 사기범죄가 이루어 졌습니다.,1
일당들이 고가의 물품들을 등록하고 싸게 판다는 명목하에 계좌 건을 사용해서 소비자 분들에게 물건을 보내지 않고 중간에 자금만 가로챈 사건의 내용입니다.,1
이 부분에 대해서 이제 피해자분들이 많이 속출이 되었는데 이 피해자분들 같은 경우에는 명의로 된 계좌 건으로 송금을 했지만 물건을 받지 못하였기 때문에,1
"본인 앞으로도 이제 신고접수 건과 동시에 고소, 고발을 취할 수밖에 없는 상황이었습니다.",1
진술하신 내용들은 일당들도 전혀 모르신다,1
 통장 건에 대해서는 직접적으로 개설하신 사실조차도 없다고 말씀하셨는데 진술하신 내용들 다 사실이 맞습니까?,1
희 검찰 측에서 김형석 관련해서 이렇게 재차 여쭤보는 이유는 저희 검찰이 얼마 전에 필두로 금융범죄사기단을 검거했습니다.,1
이들을 검거하던 불법 현장에서 대량의 신용카드와 대포통장들을 압수하는 과정에서 명의로 된 두 종의 통장도 같이 발견이 되었는데 이 통장 건에 대해서 본인께서 아셨던 내용이 있으십니까?,1
 일단 저희가 발견된 통장 같은 경우에는 해당 은행 측과 대조를 해봤습니다. ,1
대조 결과 명의로 된 통장임이 확인이 되었고,1
통장이 같이 개설이 된 걸로 확인되는데 직접 내방하시고 개설하신 사실이 있으십니까,1
최근 개인 정보가 유출될만한 물품들 있으실 겁니다.,1
" 휴대폰이나 지갑, 여권, 신분증, 이런 부분에 대해서 분실이나 도난당한 적은 있습니까?",1
해당되는 사례가 전혀 없다는 말씀이신 거죠?,1
일당들에게 금전적인 대가성을 받고 통장을 판매 및 양도하신 사실이 있으신 건지,1
인터넷 사이트들을 이용하시면서 본인 아이디가 해킹을 당하셨거나 비밀번호가 변경되셨거나 해외 IP로 로그인 접속 시도가 있었습니까?,1
이 부분에 대해서도 제가 말씀드릴 건데 이 통장을 이제 사기 범죄가 이루어졌기 때문에 저희 검찰 측에서 이제 발견하는 즉시 동결 처리 및 국고로 환수조치를 취한 상태인데,1
아니시면 본인 개인 정보가 유출이 되어서 명의도용을 당한 피해자분이신 건지 이러한 부분들 저희 검찰 측에서 확인하고자 연락을 드렸습니다.,1
은행권을 직접 방문하시지 않고서야 어떻게 통장이 개설이 됐냐 이런 부분에 대해서 이제 의문점을 많이 가지시는 분들이 있으신데,1
검찰청에서 일당들을 검거했다고 말씀드렸습니다.,1
일당들을 검거하고 조사해본 결과 주범 자체도 역임을 했던 금융권 종사자였고,1
"다른 공모자들 또한 은행권 직원이나 카드사, 증권사나 보험사까지 금융기관 쪽으로 연루가 될 수 있는 직원들은 다 연루가 되셨다고 보시면 되시는데",1
아무래도 이번 사건 자체에서 은행권 직원들이 많이 연루가 되셨다 보니,1
본인 개인 신상정보만으로 이제 손쉽게 통장을 개설할 수가 있었던 부분이고,1
통장을 개설할 때는 일반 입출금 계좌가 아닌 사업자등록증을 위조하고 법인계좌로 개설이 된 계좌 건이였기 때문에,1
인터넷 뱅킹 상이나 이제 모바일뱅킹 상으로 확인이 불가능하셔서 이렇게 지속적으로 피해자분들이 많이 발생이 되고 있는 지능범죄 사기 사건이라고 보시면 되시는데,1
본인과 연루된 명의도용사건 때문에 몇 가지 확인차 연락 좀 드렸습니다.,1
 몇 가지 여쭤볼 사항 때문에 연락 좀 취해드린 건데 잠시 통화 괜찮으시죠?,1
본인 확인부터 먼저 좀 하고 몇 가지 여쭤보겠습니다. ,1
저희 검찰 측에서 재차 여쭤보는 이유는 검찰이 얼마 전에 필두로 인한 금융범죄사기단을 검거했습니다.,1
서울중앙지검에서 연락을 드렸습니다.,1
이들을 검거하는 불법 현장에서 대량의 신용카드와 대포통장들을 압수하는 과정에서 명의로 된 두 장의 통장도 같이 발견이 되었는데 ,1
명의로 된 통장임이 확인이 되었고,1
직접 내방하셔서 통장을 개설하신 사실이 있으십니까,1
명의로 된 통장임이 이제 저희가 확인이 되었다고 말씀드렸는데,1
최근 본인 개인정보가 담긴 물품을 분실하시거나 도난당하신 적 있으십니까,1
" 뭐 예를 들면 휴대폰이나 지갑, 여권, 신분증, 이러한 부분에 대해서 분실이나 도난당한 적은 있습니까?",1
 전혀 분실했던 적도 없으시고요?,1
저희가 혹시나 해서 해당 금융감독원과 대조해 본 결과로는 확실히 본인명의로 확인되었고요.,1
"이번 사건에는 본인뿐만 아니라 연루돼있는 수만도 수백명이나 되는데 그중 일부분은 돈을 받고 양도,판매한 사실이었고요.",1
개인 정보가 유출될만한 물건들을 분실하셨다거나 남에게 양도한 사실이 있습니까?,1
통장 대포통장으로 발견이 되어서 연락드렸습니다.,1
통장들을 보관하셨거나 사용하시는 금융권이십니까?,1
저희 검찰청에서 본인 앞으로 연락드린 원인은 본인께서 이 두 통장을 직접 개설하시고 금전적인 대가를 받고 양도를 하신건지 아니시면 명의가 도용당한 피해자 신분이신지 그 부분에 대해서 확인차 연락드렸습니다.,1
"은행 직원이었기 때문에 카드사, 통신사, 은행사 다 열람이 되어있는 분이시거든요.",1
일단 제가 지금부터 녹취 질문을 드릴 건데 본인께서 제가 묻는 질문에 아시는 내용이 있으시면 있다 없으시면 없다 간단하게,1
저는 서울중앙지검 첨단범죄 수사1팀이고요,1
수사관,1
통장들을 발급받은 사실이 있습니까?,1
본인 명의의 통장이 대포통장으로 개설되어 범죄에 사용된 사실을 알고 계셨습니까?,1
현재 발견된 두 통장은 대포통장이기 때문에 본인 의사와 상관없이 동결 처리했고요.,1
동결 처리한 것은 더 이상 은행거래를 못하도록 지급정지를 시켜놨습니다.,1
현재 본인 의사부분에 관한 것은 금융감독원에서 확인되고 있는 본인 금융권과 본인이 알고계시는 금융권이 일치하는지에 대해서 1:1 대비 조사 예정인데 이 부분은 본인 진술이 필요하시고요.,1
왜냐하면 본인께서 정상적으로 사용하시는 금융권 외에 본인이 모르는 통장이나 카드가 발견이 된다면 저희가 아직 검거하지 못한 이현주 일당들이 추가적으로 사용할 수 있는 불법통장인 줄 알고 바로 지급정지를 시키겠습니다.,1
저희 수사과에서 금융사기단이 검거가 되었는데 이들 검거현장에서 대량의 대포통장과 신용카드가 압수가 되었습니다.,1
 중요한건 이 압수물품 중에 본인 명의로 되신 통장이 같이 발견되었고요. ,1
본인 혹시 이 통장 개설 건에 대해서는 알고 계셨습니까?,1
"최근 지갑, 신분증, 개인 정보가 유출될만한 물건들을 분실하셨다거나 남에게 양도한 사실이 있습니까?",1
 전혀 분실하신적도 없으시고 전혀 들어보신 적도 없으시다는 거죠?,1
이번 사건에는 본인뿐만 아니라 연루돼있는 수만도 수백명이나 되시는데 그중 일부분은 돈을 받고 통장을 양도 판매한 사실이 있었고요.,1
검찰청에서 본인 앞으로 연락드린 원인은 본인께서 이 통장을 직접 개설하시고 금전적인 대가를 받고 양도를 하신건지 아니시면 명의가 도용당한 피해자 신분이신지 그 부분에 대해서 확인 차 연락드렸습니다.,1
그렇다고 해서 저희가 무조건 본인을 가해자라고 몰고 가는 게 아니라 어느 정도만큼 피해자라 보시는데 확실히 피해자로 증명할만한 증거자료가 없기 때문에 ,1
범죄현장에서 본인명의로 되신 통장이 발견되셨기 때문에 본인께서 양도한 게 아니시라면 간단한 피해자 입증조사를 받으셔야 되십니다.,1
조사과정은 전반적인 녹취상태로 진행될 꺼고요. 본인께서 제가 묻는 질문에 아시는 내용이 있으시면 있다 없으시면 없다 간단하게 답변 부탁드리겠습니다.,1
그리고 이게 유선상 녹취다 보니까 본인 개인정보는 절대로 발설하시면 안되십니다.,1
그러시면 메모는 가능하십니까?,1
일단 제가 제 소속이랑 성함 불러드릴겁니다. 메모 준비되시면 말씀해 주세요.,1
소속 말씀드려 볼 거니까 이제 메모 좀 해주세요.,1
저는 서울중앙지검,1
지능범죄 수사1팀,1
그렇게 추정이 되신 거죠. ,1
본인께서 개설하신 게 아니시라면 대포통장인거고 이게 통장 간에서 지금 불법적인 용도로 악용이 됐기 때문에 저희도 수사를 시작하는 거거든요.,1
그거는 이제 말씀드릴 거는 본인께서 검색 하시게 되면 일반 통장이 나올 거 아닙니까?,1
압수품목이라는 그런 부분은 잘 알고계시죠? 어떤 부분인지? 그러니까 본인께서 당연히 조회를 해도 안 나왔던 부분이고,1
이번 사건 자체가 일반인뿐만 아니라 은행권 직원들이 굉장히 많이 연루가 돼있는 부분입니다.,1
불법적인 두 통장은 사업자 판매등록을 냈던 통장이다 보니까 당연히 조회상에는 안 나오는 부분이고 저희가 압수 현장에서 나왔던 통장 자체는 일시적으로 전부 다 동결처리가 진행이 돼있는 부분입니다.,1
통장 개설에 관해서는 아무래도 손쉽게 개설이 됐던 부분에 대해서 확인이 가능했던 부분이고,1
사건 담당중인 검사님 측으로 바로 내선연결 도와드릴게요,1
제가 말씀드렸던 사건번호 메모 하셨죠?,1
사건번호 검사님 측으로 기재하시고 이제 2차적인 피해 사례라던지 어떤 식으로 유출이 됐다든지 이 부분에 대해서는 더 자세하게 설명을 드릴 겁니다.,1
그럼 본인께서 이제 본인 앞으로 나와 있는 공문서를 열람하시고 피해자 입증 조사 받으시면 되시거든요?,1
"그 오늘 안으로 피해자 판독 내려지시고, 이제 정상적으로 금융권 이용하시면 되십니다. ",1
궁금하신 거 있으시면 검사님 측에 여쭤봐주시고요.,1
불법사이트 운영 혐의로 저희 측에 검거가 된 용의자거든요.,1
사건 경위에 대해서 말씀을 좀 드릴게요.,1
전에 본인께서 뭐 개설을 하신적은 없으셨어요?,1
"검거 과정에서 대량의 대포통장, 보안카드, 신용카드 이 부분에 대해서 저희가 압수를 했는데 압수 품목 중에 통장이 같이 발견이 된 상태거든요.",1
일단은 그 불법적인 도구의 통장이 발견이 됐는데 저희가 조회상에 이게 불법적인 용도로 악용이 됐기 때문에 이렇게 연락을 드린 거고요.,1
그러니까 사건경위 마저 들어보세요,1
불법적인 도구의 통장 저희가 금융감독원 측에 조달을 했습니다.,1
본인께서 직접적으로 그 날짜에 맞춰서 통장 개설하신 건 전혀 없으셨습니까?,1
혹시 연고지는 있으세요?,1
이번 사건 자체가 지금 전국구 사건이거든요? 이게 작은 사건이 아니에요.,1
아직까지 검거가 안 된 공모자들이 굉장히 많거든요?,1
본인께서 혹시 일정한 대가성을 받고 통장을 판매하시거나 양도를 하신 가해자 분이신지 그게 아니시라면 명의 도용을 당하신 피해자 분이신지 이제 그 부분에 대해서 확인조사차 연락을 드린거거든요.,1
 궁금하신 거 같으신데 아직까지 본인께서는 피해자 추정만 되신 거지 입증이 안되신 상태거든요,1
그래서 피해자 입증절차를 받으시면서 저희가 그 부분에 대해선 다 조회를 해드릴 겁니다.,1
나중에라도 혹시 문제 생기는 부분 있으시면은 피해자 판정이 내려지시면은 이제 저희가 법적인 테두리 안에서 보호를 해드릴 수가 있거든요?,1
당연히 그 부분에 대해서는 자금 은닉이라든지 이제 도주의 위험성이 생길수가 있는 부분이니까 연락이 안가실수도 있는 부분인데,1
궁금하신 건 당연한 거지만 저희가 말씀드릴 부분은 이제 먼저 말씀을 드렸습니다.,1
본인께서 수사 자체는 이렇게 받으시거나 내방을 하셔서 받으시거나 받아주셔야 되시거든요?,1
"차후에 검사님 측으로 내선연결 도와드려서 본인 앞으로 나와 있는 공문서류, 2차적인 피해사례 이 부분에 대해서는 전부 다 확인을 시켜드릴 겁니다. 육안으로 직접 확인을 할거고요.",1
그러니까 저희가 계좌번호 부분에 대해서도 절대적으로 언급을 안 할 겁니다. 필요한 서류에 대해서만 질문을 드릴 거고요.,1
아무리 공공기관이라도 이 부분에 대해서는 질문을 안 드립니다.,1
인중개사를 운영했었는데 실질적으로는 불법사이트에 도박혐의로 저희 쪽에 검거가 된 용의자거든요.,1
검거 과정에서 통장이 같이 발견이 돼 이렇게 연락을 드린 거고요.,1
녹취 수사는 왜 하냐면은 본인 직접적인 증거물 채택하기 위해서 녹취수사를 진행하는 겁니다. 피해자 입증 완료를 해드리기 위해서,1
불법적인 도구의 통장 개설된 걸로 확인이 되었습니다. 본인께서 정확히 직접적으로 개설하신 건 아니신 거죠,1
녹취수사 앞전에 간략히 몇 가지 요점만 말씀드릴게요.,1
녹취본 같은 것도 저희가 따로 앞전에 말씀드렸다시피 직접적인 본인 증거물로 법원에 제출을 해드릴 겁니다.,1
피해자 판독이 내려지시는 부분이고요. 제3자 육성이라든지 잡음이 같이 녹음되면 안 되거든요? ,1
수고하십니다. 여기 서울중앙지검이고요. 저는 첨단범죄 수사1부에서 근무하고 있는 수사관입니다,1
본인하고 연루된 명의도용 사건 있어서 확인차 전화 연락을 좀 드렸는데 본인께서 통화 가능하신가요?,1
"최근 3년 이내에 개인정보가 유출되실만한 뭐 신분증, 여권, 지갑, 휴대폰, 이러한 것들 분실하셨다거나 도난당하신 적 있나요?",1
어떤 거 분실하시거나 도난당하셨죠?,1
어느 쪽에서 개인정보 유출을 연락을 받으신거죠?,1
서울중앙지검 첨단범죄 수사1부입니다.,1
"최근 사이에 지갑이라던지 신분증, 여권, 휴대폰, 체크카드, 신용카드 이러한 개인정보가 유출될 만한 물건들을 도난당하셨다거나 분실하셨다거나 하신 적 있나요?",1
"메일이라던지 사용하시는 이메일, 또는 SNS 이러한 것들이 해킹을 당하셨다거나 제3자가 해외에서 로그인을 시도했다거나 뭐 그러신 적 있나요?",1
"중심으로 한 명의도용 및 불법거래 사기단을 검거하는 과정에서 대량의 신용카드들과 대포통장, 보안카드, 휴대폰 등을 증거품으로 압수를 했어요.",1
증거품을 압수하는 과정에서 다른게 아니고,1
본인 명의로 된 통장이 압수가 되어서 연락을 드렸는데,1
통장 저희가 해당 기관에 대조를 해 본 결과 본인 명의로 개설된 통장임을 확인했어요,1
통장에 관해 아시는 내용 없으셨나요,1
이렇게 연락을 드린건데 본인께서는 이 두 통장에 관해서 뭐 아시는 내용 전혀 없으셨어요?,1
인터넷 포털사이트에서 이제 고가의 물건을 저렴한 가격에 판매한다고 허위 광고 의뢰를 올려놓고,1
물건을 보내주지 않고 돈만 받아서 돈만 편취한 사건이세요.,1
본인 명의로 된 통장이 불법거래 이용이 좀 되셨고요.,1
이제 물건을 구매하겠다고 또 다른 피해자분들이 발생했는데,1
"어떠한 연루가 되어있다라고 판단을 하셔서 앞으로도 이분들께서 고소, 고발을 좀 하신 상황이에요.",1
하지만 이 부분에 대해서는 뭐 본인께서 혀 공조한 사실이 없고 본인께서도 무고한 피해자다 하셔서 피해자 입증만 받아주시면 되시는데요.,1
피해자 입증은 저희 쪽에서 녹취 조사로 진행이 되시는 부분이고요.,1
일당에 대한 재판 때 증거자료로 채택이 되셔서 법원에 제출을 하게끔 되어있고요.,1
다만 본인께서 녹취 조사중에 좀 주의를 해주셔야 되는 부분이 녹취 조사자료다 보니까 주변에 소음이나 제3자 목소리가 너무 시끄럽게 들리시면 다시 처음부터 재녹취를 해야 되는 경우가 있기 때문에요. 그 점 주의 좀 부탁을 드리겠고요.,1
자 마지막으로 법률적으로 본인한테 고지를 해드리자면 자 본인께서 혹시라도 본 사건에 대해서 은폐를 하신다거나 은닉을 하셨을 경우에,1
"증거인멸죄, 위증죄, 공무집행방해죄가 추가되실 수 있다는 점에 대해 명시를 해드리고",1
지금부터 1차 피해자 입증 녹취 조사를 좀 진행을 하겠습니다.,1
서울중앙지검 첨단범죄 수사1부에서 근무하고 있는 수사관이라고 하고요. ,1
하시는 직업이 어떻게 되시죠? 하시는 일이?,1
그럼 저희 쪽으로 오셔서 조사받으셔도 되거든요? ,1
저희가 소환 날짜랑 해가지고 문자랑 공문으로 보내드릴 테니깐요. 받아보시고 날짜와 시간 명시되어 있을 겁니다.,1
저희 쪽으로 방문하시면 되세요.,1
이내에 지갑이나 신분증 뭐 면허증을 분실하신적은 있으세요?,1
제가 조사를 하고 있는데 몇몇 분들이 이제 금전적인 대가를 받고 통장을 판매를 하거나 양도한점을,1
"지인들, 아니면 남자친구한테 통장이나",1
통장 양도하는거는 불법인건 알고 계시죠?,1
지금 현재 사용중인 통장이나 아니면 신분증 같은거를 빌려주거나 그런 적 있으신가요?,1
현장에서 발견 됐잖아요?,1
통장으로 인해서 피해자가 발생되는 부분이에요,1
가해자 공모했다고 보기보다는 이제 피해자에 가깝다고 생각이 들어서 제가 전화로 먼저 인사를 드린거고,1
저희가 피해자라고 증명할 증거 자료가 없잖아요? ,1
간단하게 조사를 통해서 이제 손해배상 책임에 연루되지 않게,1
녹취본을 갖고 본인을 대신해서 법원에 제출을 하다 보니까 제 질문에 알면 안다 모르면 모른다 확실하게 분명하게 대답해주시고,1
1차적인 혐의점도 없고 하셔서 녹취상태로 간단하게 질문 몇 개만 드릴게요?,1
혹시 잡음이나 제3자의 목소리가 섞이게 되잖아요? 그러면 증거자료로 채택되기가 힘들어요.,1
조용한 장소에서 저희 입증조사 부탁드릴게요. 한 5분이면 끝나니까 좀 조용한 지역에서 할게요.,1
없으시고 이제 신분도 확실하신 점으로 인해서 약식으로 진행될 겁니다.,1
지금 막 버스 소리들리고 이러면 본인 목소리 외에 다른게 잡음같은게 들리면 이제 증거자료로 채택이 힘들어요.,1
본인 입장에서는 하루아침에 범죄자라고 조사받아야 하는데 억울해요? 안 억울해요?,1
굳이 나한테 접수를 받는 게 아니고 변호사를 선임하시고 싶으면은 변호사를 선임해도 돼요.,1
증거자료 있습니까 혹시? 도용당했다라는 증거자료 있습니까?,1
그렇죠. 결정적인 거에요. 본인이 방금 진술한 거.,1
기소 재판을 좀 담당하게 되가지고 그 본인이 피의자인지 피해자인지 접수를 한번 시켜볼 거에요.,1
도용을 왜 당했는지도 모르겠는데 결정적으로다가 명의도용 당했다라는 증거자료가 없다.,1
하지만 우리 검찰 측에서는 뭘 갖고 있죠? 가해자라는 증거자료는 있다.  그러고 조사를 시작하는 게 아니라는 거에요.,1
혹시라도 본인 나한테 거짓 진술하는 사실이 발견된다라면은 나 본인한테 손 뗍니다. 책임 못 져요?,1
수사관으로부터 사건 진술하고 접수받은 내용 그거 저한테 진술 한번 해보세요.,1
어 잠시만요. 자꾸 지지직거리는데 산간지역이나 지하에 계신가요?,1
그 잡음이 너무 심하다 보면은 본인을 내가 피해자 입증 접수를 시켜도 판사님한테 갔을 때 그 자료가 채택 안되는 경우가 있으니까 주의 좀 해주시고요.,1
최대한으로 오늘 내로 사건 마무리가 될 겁니다. 사건 마무리에 대해서는 제가 이제 서면상으로도 통보 드리겠는데,1
사건 마무리가 되기 전까지는 제3자하고 사건 내용을 공유를 한다거나 유포를 했을 시는 직접적으로 강제적으로 소환 조사를 진행을 하겠습니다.,1
보이스피싱이라고는 이제 본인이 상사분한테 얘기를 드린다고 해서 우리가 말씀을 드리지 말라고 해서 보이스피싱입니까?,1
입증자료가 없기 때문에 그 부분에 대한 것은 본인 조금 알고 이해를 해 주시고,1
수사관이 금전적인 요구를 했습니까? 개인 정보나 신성정보를 달라고 했어요?,1
아니죠? . 그래도 뭐 목소리만으로 본인의 돈이 빠져나갑니까?,1
검찰청으로 직접 나와서 조사를 받으세요,1
뭐 어떤 얘기도 드리지 않았는데 갑자기 뭐 저한테 보이스피싱이라 하지 검사라 지금 국민을 상대로 보이스피싱을 하고 있다는 겁니까? 지금?,1
그럼 본인이 불안해서 하면서 조사를 받아야 할 이유가 있어요?,1
본인 명의로 된 통장을 통해서 불법적인 자금이 세탁이 돼버렸는데 책임질 겁니까?,1
본인은 지금 혐의가 있는 용의자 신분이에요. 아시겠죠?,1
배상할 거예요?,1
안하죠. 그럼 감방에 가야 되겠죠.,1
대포통장 혐의가 지금 징역이나 벌금이 추가적으로 나옵니다.,1
본인 책임질 수 있으면 보이스피싱이라 그렇게 자꾸 얘기 하세요.,1
 만일 조사 결과 내용일 본인의 진술 사실과 다를 경우 위증죄가 성립되며 1대1 조사 규정을 어기셔서 다른 사람에게 제3자에게 사건 내용을 제공할 경우 공무집행방해죄가 처벌된다는 사실 미리 말씀드립니다.,1
저희가 그걸 알아봤는데 혹시 뭐 보안 통장이라는 통장 알고 계십니까?,1
그랬더니 직접 그 처음에 발급받은 그 은행에서만 확인이 가능한 거에요.,1
아니 내 명의 통장인데 내가 모를 수가 있나라는 생각을 해봤는데 여러 피해자들 조사하면서,1
추가 진술하실거나 진술 반박하실 거 있으십니까?,1
아니 내 명의 통장인데 내가 모를 수가 있나라는 생각을 해봤는데 여러 피해자들 조사하면서,1
 보안 통장이라고 따로 그 개설할 수가 있다고 하더라고요?,1
그걸 저희도 이번에 알게 됐거든요.,1
"다 은행권, 아니면 다 금융권, 대부업 이쪽에 다 종사자들이에요.",1
그래서 그 명의 도용이나 개인 정보 유출 같은 경우도 이 사람들 되게 쉽게 하더라고요.,1
이름 하나 주민번호 하나만 있으면 자기들끼리 여기저기 통해서 통장을 만들어요.,1
근데 그 통장을 만들어도 본인은 몰라요.,1
그 지점에 직접 본인이 가서 신분증을 내야지만 그 통장이 있는 줄 알고 이렇게 있드라고요.,1
수고하십니다. 여기 서울지검 첨단범죄수사팀 수사관입니다,1
다름이 아니라 몇 가지 확인 조사차 연락드렸어요.,1
명의 도용사건 관련해서,1
이게 얼마 전에 저희 수사과로 금융사기범 주범 공범 다수를 검거했는데 저희가 지금 전화드린 거 이거 압수물품,1
통장 이게 두 점이 발견돼서 연락드린 거에요.,1
말씀드렸듯이 이게 전국적으로 많은 피해자가 있어서 이게 조사의 전반적인 과정을 녹취 상태로 진행될 건데 뭐 이 부분에 대해서 동의하세요?,1
그럼 이제 아시는 내용 있으시면 말씀하시고 이게 모르는 내용이시면 그냥 모른다고 간단하게 진술해 주시면 돼요.,1
녹취 조사가 이게 피해자 입증을 위해 제출될 증거 자료이기 때문에,1
거짓말을 하시거나 은닉하실 시 본인한테 불리하게 적용 될 수 있어요.,1
녹취 중에 주위 잡음이나 제3자의 목소리가 섞이게 되면 이게 증거 자료로 채택되기 어려워요.,1
이게 녹취 진행할 건데 뭐 녹취 중에 제3자의 목소리나 주위 잡음 들리면 안돼요.,1
지금 전화 상태는 끊으시면 안되고 일단 검사님이 그 부분에 대해서는 설명해주실 거에요.,1
이 조사는 저만하는 게 아니고 저가 이 간단한 조사 몇 가지만 하면 돼요.,1
시간 자체가 소요 별로 안되기 때문에,1
저랑 조사 받고 나중에 검사님한테 궁금하신 거 있으시면 여쭤보시면 되요.,1
이 사건에 가담을 하신 연루자이신지 아니면 그 여부를 파악하기 위해 조사를 진행하는 거기 때문에,1
"계좌번호, 비밀번호 등을 묻지 않는다는 점 알아두시기 바랄게요.",1
이 사건에 대하여 수사관은 개인정보보호,1
통장 같은 경우에 해당 금융권과 대조해본 결과 확실히 위조된 통장이 아니고 개설된 통장으로 확인되었고요.,1
사건 현장에서 발견되었다 보니까 동결처리를 시켰,1
본인이 직접 발급받으신 게 아니라는 거죠?,1
최근에 본인 지갑이나 신분증,1
분실하신 적도 없으시고?,1
이번 사건에 연루된 사람들 중에서 통장을 양도 판매하신 분들하고 명의 도용을 당하신 분들이 있으세요.,1
여기 서울지검 수사관이에요,1
지금 명의도용 사건 관련해서 저희가 몇 가지 확인 조사차 연락드렸어요.,1
. 그러면 혹시 뭐 양도하거나 판매하신 적 있으신가요?,1
솔직하게 말씀해주셔야 돼요. 전혀 없으시고?,1
얼마 전에 저희 수사과로 금융사기범 주범 공범 다수를 검거했는데,1
지금 저희가 압수했을 당시 이게 압수물품 중에서 명의로 된 통장이 발견되어 연락드린 거에요.,1
통장 같은 경우에 해당 금융권하고 대조해 본 결과 확실히 위조된 통장이 아니고,1
은행권을 말씀드린게 아니고 저희가 사건 현장에서 발견돼서 이게 연락을 드린 거에요.,1
그러니까 저희가 사건 현장에서 발견되었다 보니까 저희가 동결 처리 시켜놔가지고 본인 은행권 방문하셔도 조회는 안되실 거에요. 지금 당장은,1
사고 통장이다 보니까 저희가 동결처리 시켜놨다고 말씀을 드렸잖아요.,1
동결 처리된 통장은 본인이 뭐 은행권을 방문하셔도 조회 자체가 안되세요.,1
이게 조사가 끝나야지 본인이 확인하실 수 있고 뭐 그 부분에 대해서는 검사님이 따로 설명해 주실 거고,1
여기 서울중앙지검 수사관입니다.,1
